,url,bias_class,reliability_class,reliability_score,bias_score,outlet,outlet_labels,adfontes_url
146,https://adfontesmedia.com/la-weekly-bias-and-reliability/,middle,"reliable, analysis/fact reporting",45.44,-3.02,LA Weekly,2,https://adfontesmedia.com/la-weekly-bias-and-reliability/
147,https://adfontesmedia.com/laconia-daily-sun-bias-and-reliability/,middle,"reliable, analysis/fact reporting",45.36,0.4,Laconia Daily Sun,2,https://adfontesmedia.com/laconia-daily-sun-bias-and-reliability/
148,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,middle,"reliable, analysis/fact reporting",43.28,0.73,Las Vegas Review-Journal,1,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/
149,https://adfontesmedia.com/lead-with-jake-tapper-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",38.2,-16.48,The Lead with Jake Tapper,1,https://adfontesmedia.com/lead-with-jake-tapper-bias-and-reliability/
150,https://adfontesmedia.com/liberty-loft-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",20.99,18.67,The Liberty Loft,0,https://adfontesmedia.com/liberty-loft-bias-and-reliability/
151,https://adfontesmedia.com/liberty-nation-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",22.19,19.19,Liberty Nation,0,https://adfontesmedia.com/liberty-nation-bias-and-reliability/
152,https://adfontesmedia.com/life-news-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",23.5,21.83,Life News,0,https://adfontesmedia.com/life-news-bias-and-reliability/
153,https://adfontesmedia.com/lifezette-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",20.63,23.38,LifeZette,0,https://adfontesmedia.com/lifezette-bias-and-reliability/
154,https://adfontesmedia.com/lincoln-project-bias-and-reliability/,middle,"generally reliable, analysis or other issues",34.0,-5.44,The Lincoln Project,1,https://adfontesmedia.com/lincoln-project-bias-and-reliability/
155,https://adfontesmedia.com/louder-with-crowder-bias-and-reliability/,most extreme right,"unreliable, misleading",9.73,31.05,Louder With Crowder,0,https://adfontesmedia.com/louder-with-crowder-bias-and-reliability/
156,https://adfontesmedia.com/marketwatch-bias-and-reliability/,middle,"reliable, analysis/fact reporting",44.32,-5.58,MarketWatch,2,https://adfontesmedia.com/marketwatch-bias-and-reliability/
157,https://adfontesmedia.com/mashable-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",40.39,-10.23,Mashable,1,https://adfontesmedia.com/mashable-bias-and-reliability/
158,https://adfontesmedia.com/matt-walsh-show-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",18.42,23.76,The Matt Walsh Show,0,https://adfontesmedia.com/matt-walsh-show-bias-and-reliability/
159,https://adfontesmedia.com/mediaite-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",39.28,-11.31,MEDIAite,1,https://adfontesmedia.com/mediaite-bias-and-reliability/
160,https://adfontesmedia.com/meet-the-press-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",42.67,-8.0,Meet the Press,1,https://adfontesmedia.com/meet-the-press-bias-and-reliability/
161,https://adfontesmedia.com/megyn-kelly-show-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",36.92,11.08,The Megyn Kelly Show,1,https://adfontesmedia.com/megyn-kelly-show-bias-and-reliability/
162,https://adfontesmedia.com/meidas-touch-bias-and-reliability/,hyper-partisan left,"mixed reliability, opinion or other issues",26.77,-21.31,Meidas Touch,0,https://adfontesmedia.com/meidas-touch-bias-and-reliability/
163,https://adfontesmedia.com/mercury-news-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.54,-3.24,Mercury News,2,https://adfontesmedia.com/mercury-news-bias-and-reliability/
164,https://adfontesmedia.com/mic-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",37.99,-15.96,Mic,1,https://adfontesmedia.com/mic-bias-and-reliability/
165,https://adfontesmedia.com/military-times-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.94,-0.23,Military Times,2,https://adfontesmedia.com/military-times-bias-and-reliability/
166,https://adfontesmedia.com/milwaukee-journal-sentinel-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",46.97,-7.89,Milwaukee Journal Sentinel,2,https://adfontesmedia.com/milwaukee-journal-sentinel-bias-and-reliability/
167,https://adfontesmedia.com/minnesota-star-tribune-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.43,-3.83,Star Tribune-Minneapolis,2,https://adfontesmedia.com/minnesota-star-tribune-bias-and-reliability/
168,https://adfontesmedia.com/montana-free-press-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.56,-3.04,Montana Free Press,2,https://adfontesmedia.com/montana-free-press-bias-and-reliability/
169,https://adfontesmedia.com/morning-joe-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",38.4,-10.0,Morning Joe,1,https://adfontesmedia.com/morning-joe-bias-and-reliability/
170,https://adfontesmedia.com/mother-jones-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",39.47,-15.57,Mother Jones,1,https://adfontesmedia.com/mother-jones-bias-and-reliability/
171,https://adfontesmedia.com/msnbc-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",37.18,-13.7,MSNBC,1,https://adfontesmedia.com/msnbc-bias-and-reliability/
172,https://adfontesmedia.com/nation-bias-and-reliability/,hyper-partisan left,"generally reliable, analysis or other issues",34.28,-18.21,The Nation,1,https://adfontesmedia.com/nation-bias-and-reliability/
173,https://adfontesmedia.com/national-catholic-register-bias-and-reliability/,skews right,"reliable, analysis/fact reporting",39.1,8.55,National Catholic Register,1,https://adfontesmedia.com/national-catholic-register-bias-and-reliability/
174,https://adfontesmedia.com/national-enquirer-bias-and-reliability/,skews right,"unreliable, misleading",11.69,6.43,National Enquirer,0,https://adfontesmedia.com/national-enquirer-bias-and-reliability/
175,https://adfontesmedia.com/national-file-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",18.08,22.01,National File,0,https://adfontesmedia.com/national-file-bias-and-reliability/
176,https://adfontesmedia.com/national-review-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",32.9,14.56,National Review,1,https://adfontesmedia.com/national-review-bias-and-reliability/
177,https://adfontesmedia.com/natural-news-bias-and-reliability/,most extreme right,"unreliable, inaccurate",7.49,31.67,Natural News,0,https://adfontesmedia.com/natural-news-bias-and-reliability/
178,https://adfontesmedia.com/nbc-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",45.66,-7.38,NBC News,2,https://adfontesmedia.com/nbc-bias-and-reliability/
179,https://adfontesmedia.com/new-republic-bias-and-reliability/,hyper-partisan left,"generally reliable, analysis or other issues",34.18,-18.9,New Republic,1,https://adfontesmedia.com/new-republic-bias-and-reliability/
180,https://adfontesmedia.com/new-statesman-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",40.13,-7.33,New Statesman,1,https://adfontesmedia.com/new-statesman-bias-and-reliability/
181,https://adfontesmedia.com/new-york-daily-news-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",41.42,-7.97,New York Daily News,1,https://adfontesmedia.com/new-york-daily-news-bias-and-reliability/
182,https://adfontesmedia.com/new-york-magazine-bias-reliability/,skews left,"reliable, analysis/fact reporting",42.02,-9.41,New York Magazine,1,https://adfontesmedia.com/new-york-magazine-bias-reliability/
183,https://adfontesmedia.com/new-york-post-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",33.37,12.75,New York Post,1,https://adfontesmedia.com/new-york-post-bias-and-reliability/
184,https://adfontesmedia.com/new-york-sun-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",31.1,13.11,New York Sun,1,https://adfontesmedia.com/new-york-sun-bias-and-reliability/
185,https://adfontesmedia.com/new-york-times-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",44.76,-8.08,The New York Times,2,https://adfontesmedia.com/new-york-times-bias-and-reliability/
186,https://adfontesmedia.com/new-yorker-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",40.43,-12.54,The New Yorker,1,https://adfontesmedia.com/new-yorker-bias-and-reliability/
187,https://adfontesmedia.com/news-guts-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",36.5,-12.9,News and Guts,1,https://adfontesmedia.com/news-guts-bias-and-reliability/
188,https://adfontesmedia.com/newsbusters-bias-and-reliability/,hyper-partisan right,"mixed reliability, opinion or other issues",29.17,21.59,NewsBusters,0,https://adfontesmedia.com/newsbusters-bias-and-reliability/
189,https://adfontesmedia.com/newsday-bias-and-reliability/,middle,"reliable, fact reporting",47.61,-3.56,Newsday,2,https://adfontesmedia.com/newsday-bias-and-reliability/
190,https://adfontesmedia.com/newser-bias-and-reliability/,middle,"reliable, analysis/fact reporting",43.93,-6.0,Newser,1,https://adfontesmedia.com/newser-bias-and-reliability/
191,https://adfontesmedia.com/newsmax-bias-and-reliability/,skews right,"mixed reliability, opinion or other issues",27.52,16.97,Newsmax,0,https://adfontesmedia.com/newsmax-bias-and-reliability/
192,https://adfontesmedia.com/newsnation-now-bias-reliability/,middle,"reliable, analysis/fact reporting",44.85,-0.46,NewsNation Now,2,https://adfontesmedia.com/newsnation-now-bias-reliability/
193,https://adfontesmedia.com/newsone-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",35.48,-13.33,NewsOne,1,https://adfontesmedia.com/newsone-bias-and-reliability/
194,https://adfontesmedia.com/newspunch-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",19.21,24.06,NewsPunch,0,https://adfontesmedia.com/newspunch-bias-and-reliability/
195,https://adfontesmedia.com/newsweek-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",39.26,-6.23,Newsweek,1,https://adfontesmedia.com/newsweek-bias-and-reliability/
196,https://adfontesmedia.com/newsy-bias-and-reliability/,middle,"reliable, fact reporting",47.54,-3.19,Newsy,2,https://adfontesmedia.com/newsy-bias-and-reliability/
197,https://adfontesmedia.com/nj-com-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.57,-1.93,NJ.com,2,https://adfontesmedia.com/nj-com-bias-and-reliability/
198,https://adfontesmedia.com/nola-com-bias-and-reliability/,middle,"reliable, fact reporting",48.15,-2.0,NOLA.com,2,https://adfontesmedia.com/nola-com-bias-and-reliability/
199,https://adfontesmedia.com/nowthis-news-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",41.25,-8.19,NowThis News,1,https://adfontesmedia.com/nowthis-news-bias-and-reliability/
200,https://adfontesmedia.com/npr-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.24,-4.63,NPR,2,https://adfontesmedia.com/npr-bias-and-reliability/
201,https://adfontesmedia.com/npr-news-now-bias-and-reliability/,middle,"reliable, fact reporting",51.56,-0.22,NPR News Now,2,https://adfontesmedia.com/npr-news-now-bias-and-reliability/
202,https://adfontesmedia.com/oann-one-america-news-network-bias-and-reliability/,skews right,"mixed reliability, opinion or other issues",26.41,16.62,OAN Network,0,https://adfontesmedia.com/oann-one-america-news-network-bias-and-reliability/
203,https://adfontesmedia.com/occupy-democrats-bias-and-reliability/,hyper-partisan left,"mixed reliability, opinion or other issues",24.24,-22.89,Occupy Democrats,0,https://adfontesmedia.com/occupy-democrats-bias-and-reliability/
204,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/,middle,"reliable, fact reporting",47.14,-0.45,Omaha World-Herald,2,https://adfontesmedia.com/omaha-world-herald-bias-and-reliability/
205,https://adfontesmedia.com/oregonian-bias-and-reliability/,middle,"reliable, fact reporting",47.32,-4.45,The Oregonian,2,https://adfontesmedia.com/oregonian-bias-and-reliability/
206,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",45.8,-7.36,Orlando Sentinel,2,https://adfontesmedia.com/orlando-sentinel-bias-and-reliability/
207,https://adfontesmedia.com/ozy-bias-and-reliability-2/,skews left,"reliable, analysis/fact reporting",40.56,-7.4,OZY,1,https://adfontesmedia.com/ozy-bias-and-reliability-2/
208,https://adfontesmedia.com/palmer-report-bias-and-reliability/,hyper-partisan left,"unreliable, problematic",17.55,-26.0,Palmer Report,0,https://adfontesmedia.com/palmer-report-bias-and-reliability/
209,https://adfontesmedia.com/patch-bias-and-reliability/,middle,"reliable, fact reporting",48.29,-5.08,Patch,2,https://adfontesmedia.com/patch-bias-and-reliability/
210,https://adfontesmedia.com/pbs-bias-and-reliability/,middle,"reliable, fact reporting",48.74,-4.84,PBS,2,https://adfontesmedia.com/pbs-bias-and-reliability/
211,https://adfontesmedia.com/pittsburgh-post-gazette-bias-and-reliability/,middle,"reliable, fact reporting",48.17,-0.55,Pittsburgh Post-Gazette,2,https://adfontesmedia.com/pittsburgh-post-gazette-bias-and-reliability/
212,https://adfontesmedia.com/pj-media-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",23.02,23.07,PJ Media,0,https://adfontesmedia.com/pj-media-bias-and-reliability/
213,https://adfontesmedia.com/pod-save-america-bias-and-reliability/,hyper-partisan left,"mixed reliability, opinion or other issues",30.0,-27.19,Pod Save America,1,https://adfontesmedia.com/pod-save-america-bias-and-reliability/
214,https://adfontesmedia.com/politico-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",43.41,-6.81,Politico,1,https://adfontesmedia.com/politico-bias-and-reliability/
215,https://adfontesmedia.com/politicus-usa-bias-reliability/,skews left,"generally reliable, analysis or other issues",31.57,-16.09,Politicus USA,1,https://adfontesmedia.com/politicus-usa-bias-reliability/
216,https://adfontesmedia.com/politifact-bias-and-reliability/,middle,"reliable, analysis/fact reporting",45.22,-3.33,Politifact,2,https://adfontesmedia.com/politifact-bias-and-reliability/
217,https://adfontesmedia.com/popsugar-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",35.65,-12.15,Popsugar,1,https://adfontesmedia.com/popsugar-bias-and-reliability/
218,https://adfontesmedia.com/popular-information-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",40.25,-14.96,Popular Information,1,https://adfontesmedia.com/popular-information-bias-and-reliability/
219,https://adfontesmedia.com/poynter-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",41.01,-7.94,Poynter,1,https://adfontesmedia.com/poynter-bias-and-reliability/
220,https://adfontesmedia.com/prageru-bias-reliability/,hyper-partisan right,"unreliable, problematic",23.13,18.71,PragerU,0,https://adfontesmedia.com/prageru-bias-reliability/
221,https://adfontesmedia.com/progressive-bias-and-reliability/,hyper-partisan left,"generally reliable, analysis or other issues",34.95,-18.3,The Progressive,1,https://adfontesmedia.com/progressive-bias-and-reliability/
222,https://adfontesmedia.com/propublica-bias-and-reliability/,skews left,"reliable, fact reporting",47.46,-6.93,ProPublica,2,https://adfontesmedia.com/propublica-bias-and-reliability/
223,https://adfontesmedia.com/quartz-bias-and-reliability/,middle,"reliable, analysis/fact reporting",44.67,-5.18,Quartz,2,https://adfontesmedia.com/quartz-bias-and-reliability/
224,https://adfontesmedia.com/quillette-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",37.64,9.56,Quillette,1,https://adfontesmedia.com/quillette-bias-and-reliability/
225,https://adfontesmedia.com/rachel-maddow-show-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",38.33,-16.9,The Rachel Maddow Show,1,https://adfontesmedia.com/rachel-maddow-show-bias-and-reliability/
226,https://adfontesmedia.com/radio-times-bias-and-reliability/,middle,"reliable, analysis/fact reporting",39.73,0.0,Radio Times,1,https://adfontesmedia.com/radio-times-bias-and-reliability/
227,https://adfontesmedia.com/rasmussen-reports-bias-and-reliability/,skews right,"reliable, analysis/fact reporting",41.57,12.8,Rasmussen Reports,1,https://adfontesmedia.com/rasmussen-reports-bias-and-reliability/
228,https://adfontesmedia.com/raw-story-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",32.11,-17.6,Raw Story,1,https://adfontesmedia.com/raw-story-bias-and-reliability/
229,https://adfontesmedia.com/real-clear-politics-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",33.98,15.18,RealClear Politics,1,https://adfontesmedia.com/real-clear-politics-bias-and-reliability/
230,https://adfontesmedia.com/real-news-network-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",36.79,-17.53,Real News Network,1,https://adfontesmedia.com/real-news-network-bias-and-reliability/
231,https://adfontesmedia.com/reason-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",37.33,7.72,Reason,1,https://adfontesmedia.com/reason-bias-and-reliability/
232,https://adfontesmedia.com/redstate-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",22.05,23.12,RedState,0,https://adfontesmedia.com/redstate-bias-and-reliability/
233,https://adfontesmedia.com/reliable-sources-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",32.63,-14.97,Reliable Sources,1,https://adfontesmedia.com/reliable-sources-bias-and-reliability/
234,https://adfontesmedia.com/reuters-bias-and-reliability/,middle,"reliable, fact reporting",48.81,-1.57,Reuters,2,https://adfontesmedia.com/reuters-bias-and-reliability/
235,https://adfontesmedia.com/right-wing-watch-bias-and-reliability/,hyper-partisan left,"mixed reliability, opinion or other issues",27.61,-18.27,Right Wing Watch,0,https://adfontesmedia.com/right-wing-watch-bias-and-reliability/
236,https://adfontesmedia.com/roll-call-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.31,-3.27,Roll Call,2,https://adfontesmedia.com/roll-call-bias-and-reliability/
237,https://adfontesmedia.com/root-bias-and-reliability/,hyper-partisan left,"mixed reliability, opinion or other issues",28.88,-20.03,The Root,0,https://adfontesmedia.com/root-bias-and-reliability/
238,https://adfontesmedia.com/rt-bias-and-reliability/,skews right,"mixed reliability, opinion or other issues",30.62,12.04,RT,1,https://adfontesmedia.com/rt-bias-and-reliability/
239,https://adfontesmedia.com/salon-bias-and-reliability/,hyper-partisan left,"generally reliable, analysis or other issues",33.63,-18.35,Salon,1,https://adfontesmedia.com/salon-bias-and-reliability/
240,https://adfontesmedia.com/salt-lake-tribune-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.89,-2.45,Salt Lake Tribune,2,https://adfontesmedia.com/salt-lake-tribune-bias-and-reliability/
241,https://adfontesmedia.com/san-diego-union-tribune-bias-and-reliability/,middle,"reliable, fact reporting",47.96,-0.86,San Diego Union-Tribune,2,https://adfontesmedia.com/san-diego-union-tribune-bias-and-reliability/
242,https://adfontesmedia.com/san-francisco-chronicle-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",45.06,-6.31,San Francisco Chronicle,2,https://adfontesmedia.com/san-francisco-chronicle-bias-and-reliability/
243,https://adfontesmedia.com/seattlepi-bias-and-reliability/,middle,"reliable, analysis/fact reporting",45.12,-3.04,SeattlePI,2,https://adfontesmedia.com/seattlepi-bias-and-reliability/
244,https://adfontesmedia.com/second-nexus-bias-and-reliability/,hyper-partisan left,"mixed reliability, opinion or other issues",25.69,-19.78,Second Nexus,0,https://adfontesmedia.com/second-nexus-bias-and-reliability/
245,https://adfontesmedia.com/sf-examiner-bias-and-reliability/,middle,"reliable, analysis/fact reporting",44.09,-4.11,SF Examiner,2,https://adfontesmedia.com/sf-examiner-bias-and-reliability/
246,https://adfontesmedia.com/sfgate-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.14,-1.65,SFGate,2,https://adfontesmedia.com/sfgate-bias-and-reliability/
247,https://adfontesmedia.com/shadowproof-bias-and-reliability/,hyper-partisan left,"generally reliable, analysis or other issues",35.5,-23.23,Shadowproof,1,https://adfontesmedia.com/shadowproof-bias-and-reliability/
248,https://adfontesmedia.com/skimm-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",43.18,-7.13,The Skimm,1,https://adfontesmedia.com/skimm-bias-and-reliability/
249,https://adfontesmedia.com/sky-news-bias-and-reliability/,middle,"reliable, analysis/fact reporting",45.32,-2.22,Sky News,2,https://adfontesmedia.com/sky-news-bias-and-reliability/
250,https://adfontesmedia.com/slate-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",37.39,-15.16,Slate,1,https://adfontesmedia.com/slate-bias-and-reliability/
251,https://adfontesmedia.com/smithsonian-magazine-bias-and-reliability/,middle,"reliable, analysis/fact reporting",45.5,-3.72,Smithsonian Magazine,2,https://adfontesmedia.com/smithsonian-magazine-bias-and-reliability/
252,https://adfontesmedia.com/snopes-bias-and-reliability/,middle,"reliable, analysis/fact reporting",45.49,-2.18,Snopes,2,https://adfontesmedia.com/snopes-bias-and-reliability/
253,https://adfontesmedia.com/sojourners-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",38.88,-12.58,Sojourners,1,https://adfontesmedia.com/sojourners-bias-and-reliability/
254,https://adfontesmedia.com/south-china-morning-post-bias-and-reliability/,middle,"reliable, analysis/fact reporting",41.9,-3.5,South China Morning Post,1,https://adfontesmedia.com/south-china-morning-post-bias-and-reliability/
255,https://adfontesmedia.com/sputnik-international-news-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",36.42,9.01,Sputnik International News,1,https://adfontesmedia.com/sputnik-international-news-bias-and-reliability/
256,https://adfontesmedia.com/st-louis-post-dispatch/,skews left,"reliable, analysis/fact reporting",44.61,-8.99,St. Louis Post-Dispatch,2,https://adfontesmedia.com/st-louis-post-dispatch/
257,https://adfontesmedia.com/stars-and-stripes-bias-reliability/,middle,"reliable, fact reporting",49.37,0.43,Stars and Stripes,2,https://adfontesmedia.com/stars-and-stripes-bias-reliability/
258,https://adfontesmedia.com/stream-bias-and-reliability/,hyper-partisan right,"mixed reliability, opinion or other issues",25.04,21.64,The Stream,0,https://adfontesmedia.com/stream-bias-and-reliability/
259,https://adfontesmedia.com/sun-sentinel-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",44.35,-6.13,Sun Sentinel,2,https://adfontesmedia.com/sun-sentinel-bias-and-reliability/
260,https://adfontesmedia.com/syracuse-post-standard-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.7,-2.87,Syracuse Post-Standard,2,https://adfontesmedia.com/syracuse-post-standard-bias-and-reliability/
261,https://adfontesmedia.com/talking-points-memo-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",42.37,-9.66,Talking Points Memo,1,https://adfontesmedia.com/talking-points-memo-bias-and-reliability/
262,https://adfontesmedia.com/tampa-bay-times-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.27,-3.77,Tampa Bay Times,2,https://adfontesmedia.com/tampa-bay-times-bias-and-reliability/
263,https://adfontesmedia.com/tangle-bias-and-reliability/,middle,"reliable, analysis/fact reporting",43.58,1.79,Tangle,1,https://adfontesmedia.com/tangle-bias-and-reliability/
264,https://adfontesmedia.com/techcrunch-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.19,-0.28,TechCrunch,2,https://adfontesmedia.com/techcrunch-bias-and-reliability/
265,https://adfontesmedia.com/teen-vogue-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",39.58,-16.25,Teen Vogue,1,https://adfontesmedia.com/teen-vogue-bias-and-reliability/
266,https://adfontesmedia.com/tennessean-bias-and-reliability/,middle,"reliable, fact reporting",47.46,-1.94,Tennessean,2,https://adfontesmedia.com/tennessean-bias-and-reliability/
267,https://adfontesmedia.com/the-atlantic-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",39.53,-9.75,The Atlantic,1,https://adfontesmedia.com/the-atlantic-bias-and-reliability/
268,https://adfontesmedia.com/the-bulwark-bias-and-reliability/,middle,"generally reliable, analysis or other issues",34.69,-5.12,The Bulwark,1,https://adfontesmedia.com/the-bulwark-bias-and-reliability/
269,https://adfontesmedia.com/the-business-journals-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.22,-0.12,The Business Journals,2,https://adfontesmedia.com/the-business-journals-bias-and-reliability/
270,https://adfontesmedia.com/the-charlie-kirk-show-bias-and-reliability/,hyper-partisan right,"unreliable, misleading",11.22,27.67,The Charlie Kirk Show,0,https://adfontesmedia.com/the-charlie-kirk-show-bias-and-reliability/
271,https://adfontesmedia.com/the-christian-post-bias-and-reliability/,skews right,"reliable, analysis/fact reporting",39.57,10.08,The Christian Post,1,https://adfontesmedia.com/the-christian-post-bias-and-reliability/
272,https://adfontesmedia.com/the-college-fix-bias-and-reliability/,skews right,"reliable, analysis/fact reporting",39.33,9.62,The College Fix,1,https://adfontesmedia.com/the-college-fix-bias-and-reliability/
273,https://adfontesmedia.com/the-daily-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",44.17,-6.64,The Daily,2,https://adfontesmedia.com/the-daily-bias-and-reliability/
274,https://adfontesmedia.com/the-dispatch-bias-reliability/,middle,"reliable, analysis/fact reporting",42.19,5.15,The Dispatch,1,https://adfontesmedia.com/the-dispatch-bias-reliability/
275,https://adfontesmedia.com/the-economist-bias-and-reliability/,middle,"reliable, analysis/fact reporting",44.13,-3.7,The Economist,2,https://adfontesmedia.com/the-economist-bias-and-reliability/
276,https://adfontesmedia.com/the-evening-times-bias-and-reliability/,middle,"reliable, analysis/fact reporting",41.71,1.48,The Evening Times,1,https://adfontesmedia.com/the-evening-times-bias-and-reliability/
277,https://adfontesmedia.com/the-guardian-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",43.66,-9.74,The Guardian,1,https://adfontesmedia.com/the-guardian-bias-and-reliability/
278,https://adfontesmedia.com/the-journal-bias-and-reliability/,middle,"reliable, fact reporting",51.33,-1.11,The Journal.,2,https://adfontesmedia.com/the-journal-bias-and-reliability/
279,https://adfontesmedia.com/the-last-refuge-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",19.74,20.95,The Last Refuge,0,https://adfontesmedia.com/the-last-refuge-bias-and-reliability/
280,https://adfontesmedia.com/the-new-american-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",17.69,22.89,The New American,0,https://adfontesmedia.com/the-new-american-bias-and-reliability/
281,https://adfontesmedia.com/the-right-scoop-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",21.06,22.53,The Right Scoop,0,https://adfontesmedia.com/the-right-scoop-bias-and-reliability/
282,https://adfontesmedia.com/the-trace-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",45.75,-6.64,The Trace,2,https://adfontesmedia.com/the-trace-bias-and-reliability/
283,https://adfontesmedia.com/the-verge-bias-and-reliability/,middle,"reliable, analysis/fact reporting",44.59,-5.28,The Verge,2,https://adfontesmedia.com/the-verge-bias-and-reliability/
284,https://adfontesmedia.com/thegrio-bias-reliability/,skews left,"reliable, analysis/fact reporting",39.42,-11.4,TheGrio,1,https://adfontesmedia.com/thegrio-bias-reliability/
285,https://adfontesmedia.com/this-american-life-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",42.89,-9.22,This American Life,1,https://adfontesmedia.com/this-american-life-bias-and-reliability/
286,https://adfontesmedia.com/time-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",43.98,-9.74,Time Magazine,1,https://adfontesmedia.com/time-bias-and-reliability/
287,https://adfontesmedia.com/tmz-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",36.62,-10.94,TMZ,1,https://adfontesmedia.com/tmz-bias-and-reliability/
288,https://adfontesmedia.com/townhall-bias-and-reliability-2/,hyper-partisan right,"mixed reliability, opinion or other issues",24.34,20.16,Townhall,0,https://adfontesmedia.com/townhall-bias-and-reliability-2/
289,https://adfontesmedia.com/truthout-bias-and-reliability/,hyper-partisan left,"mixed reliability, opinion or other issues",29.59,-19.83,Truthout,1,https://adfontesmedia.com/truthout-bias-and-reliability/
290,https://adfontesmedia.com/tucker-carlson-tonight-bias-reliability/,hyper-partisan right,"unreliable, problematic",22.37,23.0,Tucker Carlson Tonight,0,https://adfontesmedia.com/tucker-carlson-tonight-bias-reliability/
291,https://adfontesmedia.com/turning-point-usa-bias-reliability/,skews right,"unreliable, problematic",20.34,17.28,Turning Point USA,0,https://adfontesmedia.com/turning-point-usa-bias-reliability/
292,https://adfontesmedia.com/twitchy-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",17.29,21.85,Twitchy,0,https://adfontesmedia.com/twitchy-bias-and-reliability/
