title,bias_score,reliability_score,article_url,adfontes_url,date,outlet,outlet_story_count
"NBA Protest, RNC Night Three, and Black Stars Fight Hair Discrimination",-2.67,45.67,https://www.theskimm.com/world/2020-08-27-5a61g5Aa2YQUKUGxenJkyO,https://adfontesmedia.com/skimm-bias-and-reliability/,2020-08-27,www.theskimm.com,25
"US Troops in Germany, Tech CEOs on Capitol Hill, and Michelle Obama's Podcast",-3.33,48.33,https://www.theskimm.com/world/2020-07-30-4XJTQr2xyH1iY12hfs9Hl,https://adfontesmedia.com/skimm-bias-and-reliability/,2020-07-30,www.theskimm.com,25
What’s going on with the USPS,-4.0,51.0,https://www.theskimm.com/world/whats-going-on-with-the-usps-56SC1BfkqECGM3fAxbbkn6,https://adfontesmedia.com/skimm-bias-and-reliability/,2020-08-18,www.theskimm.com,25
"TikTok, COVID-19, and Brandy's New Album",-0.67,42.67,https://www.theskimm.com/world/2020-08-03-uF07K80tlbAFk3arS8Vkt,https://adfontesmedia.com/skimm-bias-and-reliability/,2020-08-03,www.theskimm.com,25
"Schools, Trump's Financial Records, and Lifetime's First LGBTQ+ Holiday Movie",-8.33,41.67,https://www.theskimm.com/world/2020-08-04-3DRhamPANFqaa9DWoMkWvd,https://adfontesmedia.com/skimm-bias-and-reliability/,2020-08-04,www.theskimm.com,25
"Immigration, Sudan, and ""Game of Thrones"" | Daily Skimm",0.0,45.5,https://www.theskimm.com/news/daily-skimm/2019-04-15,https://adfontesmedia.com/skimm-bias-and-reliability/,2019-04-15,www.theskimm.com,25
Systemic Racism in the US,-9.67,43.0,https://www.theskimm.com/news/systemic-racism-us-2f9M0RPl3VEuCAA5pSoZNr,https://adfontesmedia.com/skimm-bias-and-reliability/,2021-04-19,www.theskimm.com,25
Pride 2021: How to Celebrate Amid the Pandemic,-9.67,37.67,https://www.theskimm.com/news/pride-2021-how-to-celebrate-pandemic-3tocdf5XsotUxPdlE6G93j,https://adfontesmedia.com/skimm-bias-and-reliability/,2021-05-28,www.theskimm.com,25
Thing To Know: Filibuster,-0.67,47.0,https://www.theskimm.com/news/thing-to-know-filibuster-4TOOKLPLmiISYaVnxAIpdJ,https://adfontesmedia.com/skimm-bias-and-reliability/,2021-06-01,www.theskimm.com,25
History of Queer Stigma — And How it Affects the Community's Mental Health Today,-16.0,34.33,https://www.theskimm.com/well/history-gay-lgbtq-queer-stigma-mental-health-6twukAmLBZEkbV68GZ7wrr,https://adfontesmedia.com/skimm-bias-and-reliability/,2021-06-21,www.theskimm.com,25
"Election Day, GDP, and Beyoncé Is Queen",-8.0,42.33,https://www.theskimm.com/world/2020-07-31-GEt7s1ojf1X8FGmOxKd57,https://adfontesmedia.com/skimm-bias-and-reliability/,2020-07-31,www.theskimm.com,25
Nintendo is releasing a 35th anniversary Super Mario Bros. Game and Watch,0.0,48.0,https://www.theverge.com/2020/9/3/21418989/nintendo-35th-anniversary-super-mario-brothers-game-and-watch-handheld,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-09-03,www.theverge.com,25
Jeff Bezos announces first beneficiaries of his $10 billion climate fund,-6.0,42.67,https://www.theverge.com/2020/11/16/21569902/jeff-bezos-first-recipients-10-billion-climate-change-fund,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-11-16,www.theverge.com,25
Moderna says its COVID-19 vaccine is 94.5 percent effective in early analysis,-2.0,44.33,https://www.theverge.com/2020/11/16/21569345/moderna-covid-19-vaccine-coronavirus-efficacy-announcement,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-11-16,www.theverge.com,25
Google launches new tool to help cities stay cool,-8.33,41.0,https://www.theverge.com/2020/11/18/21573081/google-new-tool-hot-cities-trees-climate-change-temperature,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-11-18,www.theverge.com,25
SpaceX’s Crew Dragon docks crew of four to the International Space Station,-1.0,42.0,https://www.theverge.com/2020/11/16/21565505/spacex-crew-1-dragon-docking-success-iss-space-station,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-11-16,www.theverge.com,25
Microsoft says Xbox Series X might be in short supply until April or beyond,0.33,43.67,https://www.theverge.com/2020/11/16/21570651/xbox-series-x-s-short-supply-april-q3-tim-stuart-phil-spencer,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-11-16,www.theverge.com,25
FAA and Boeing manipulated 737 Max tests during recertification,0.0,53.67,https://www.theverge.com/2020/12/18/22189609/faa-boeing-737-max-senate-report-coverup-tests-whistleblowers,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-18,www.theverge.com,25
Sarah Cooper reflects on her whirlwind 2020 of Trump impressions,-4.33,40.0,https://www.theverge.com/22160107/sarah-cooper-2020-trump-lip-sync-netflix-tiktok,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-18,www.theverge.com,25
Shape-shifting storms like Ida are cities’ worst nightmare,-3.67,43.67,https://www.theverge.com/2021/8/30/22648278/ida-hurricane-new-orleans-louisiana-climate-change-storm,https://adfontesmedia.com/the-verge-bias-and-reliability/,2021-08-30,www.theverge.com,25
Fights over COVID-19 vaccines are spilling over to other types of shots,-6.2,42.0,https://www.theverge.com/2021/7/15/22578519/vaccine-politicization-tennessee-covid-hpv-flu,https://adfontesmedia.com/the-verge-bias-and-reliability/,2021-07-15,www.theverge.com,25
World’s largest meat supplier grinds to a halt after cyberattack,0.0,46.0,https://www.theverge.com/2021/6/1/22463621/jbs-cyberattack-russia-largest-meat-supplier,https://adfontesmedia.com/the-verge-bias-and-reliability/,2021-06-01,www.theverge.com,25
Google employees call for company to support Palestinians and protect anti-Zionist speech,-0.67,46.33,https://www.theverge.com/2021/5/18/22441236/jewish-google-employees-support-palestine-letter-anti-zionism-israel,https://adfontesmedia.com/the-verge-bias-and-reliability/,2021-05-18,www.theverge.com,25
Go read this look at how Clubhouse’s blocking system is problematic,-2.67,43.0,https://www.theverge.com/2021/5/15/22437934/go-read-this-clubhouse-blocking-system-black-badge,https://adfontesmedia.com/the-verge-bias-and-reliability/,2021-05-15,www.theverge.com,25
A West Virginia newspaper chain is suing Google and Facebook over digital ad revenue,0.0,46.0,https://www.theverge.com/2021/2/8/22272230/west-virginia-newspaper-google-facebook-lawsuit-digital-ad-revenue,https://adfontesmedia.com/the-verge-bias-and-reliability/,2021-02-08,www.theverge.com,25
Facebook’s Oversight Board wants your feedback on whether the company was right to ban Trump,-5.0,44.67,https://www.theverge.com/2021/1/29/22256821/facebook-trump-ban-oversight-board-public-feedback,https://adfontesmedia.com/the-verge-bias-and-reliability/,2021-01-29,www.theverge.com,25
Moderna COVID-19 vaccine second to get FDA sign-off in US,0.0,49.0,https://www.theverge.com/2020/12/18/22185507/moderna-coronavirus-vaccine-fda-authorized,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-18,www.theverge.com,25
"President Biden to use Defense Production Act for masks, vaccines",-4.0,45.33,https://www.theverge.com/2021/1/21/22242472/biden-defense-production-act-covid-vaccine-mask,https://adfontesmedia.com/the-verge-bias-and-reliability/,2021-01-21,www.theverge.com,25
Amazon generates millions of pounds of plastic waste,-3.33,38.0,https://www.theverge.com/2020/12/15/22174990/amazon-packaging-millions-pounds-plastic-waste-oceans-pollution-oceana,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-15,www.theverge.com,25
Sunrise movement staff vote to unionize,-5.0,39.33,https://www.theverge.com/2020/12/15/22177063/climate-change-activists-sunrise-union,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-15,www.theverge.com,25
How to slash buildings’ growing greenhouse gas emissions,-5.0,38.67,https://www.theverge.com/22178481/buildings-greenhouse-gas-emissions-climate-change-united-nations-report,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-16,www.theverge.com,25
What’s the difference between FDA approval and authorization?,0.0,45.33,https://www.theverge.com/22189236/fda-approval-authorization-difference-clearance-vaccines,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-18,www.theverge.com,25
DJI says people can still buy and use its drones in US after export ban,0.67,43.67,https://www.theverge.com/2020/12/18/22190097/dji-blacklist-ban-xinjiang-entity-list-trump,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-18,www.theverge.com,25
Members of the US Space Force will now be called ‘Guardians’,-0.33,50.0,https://www.theverge.com/2020/12/18/22189637/space-force-military-branch-official-name-guardians,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-18,www.theverge.com,25
Foxconn tells Wisconsin it never promised to build an LCD factory,0.0,51.0,https://www.theverge.com/2020/12/18/22189436/foxconn-wisconsin-lcd-factory-trump-contract-negotiation,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-18,www.theverge.com,25
Dutch prosecutors say Donald Trump’s Twitter account was really hacked,-3.0,43.33,https://www.theverge.com/2020/12/17/22180486/trump-twitter-hack-maga2020-dutch-prosecutors-victor-gevers,https://adfontesmedia.com/the-verge-bias-and-reliability/,2020-12-17,www.theverge.com,25
What Are Debris Flows and Why Are They Dangerous?,0.0,47.33,https://weather.com/news/news/2021-10-22-debris-flow-threat-california-rain,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-10-24,weather.com,25
"Landslides, Flooding Clobber California - Videos from The Weather Channel",0.0,47.33,https://weather.com/news/video/landslides-flooding-clobber-california,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-10-26,weather.com,25
Mystery Solved: Here's How Eagles Are Being Killed in Lakes in the Southeast U.S.,0.0,52.33,https://weather.com/news/news/2021-03-30-eagle-killer-cyanobacteria-neurotoxin-southeastern-united-states,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-04-01,weather.com,25
"Southern California Wildfire Keeps 8,000 People From Their Homes",-2.0,45.33,https://weather.com/news/news/2020-08-03-southern-california-wildfire-apple-fire-riverside-san-bernardino-evacuations,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2020-08-03,weather.com,25
Death Toll Rises in North Carolina Flooding Fueled By Eta,0.0,54.93,https://weather.com/news/news/2020-11-12-north-carolina-flooding-campground-eta-damage-rescues,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2020-11-13,weather.com,25
30 Storms in a Record Hurricane Season; Here's How Many More Could Form,-0.11,53.67,https://weather.com/storms/hurricane/news/2020-11-10-2020-atlantic-hurricane-season-30-storms-how-many-more,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2020-11-15,weather.com,25
"Frigid Temperatures, Coronavirus Pandemic Significantly Add to Homeless Shelters' Burdens",0.0,48.67,https://weather.com/news/news/2020-11-30-cold-weather-homeless-shelters-coronavirus-pandemic,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2020-11-30,weather.com,25
It's Gone: Mysterious Monolith in Utah Disappears,0.0,48.67,https://weather.com/news/news/2020-11-29-utah-monolith-bureau-of-land-management-missing,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2020-11-29,weather.com,25
"Record-Setting Cyclone Gati Leaves Death, Destruction in Somalia",0.0,49.33,https://weather.com/news/news/2020-11-23-tropical-cyclone-gati-somalia-impacts,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2020-11-23,weather.com,25
A Brief History of the Flu Vaccine,0.0,52.33,https://weather.com/health/cold-flu/news/2019-12-23-a-brief-history-of-the-flu-vaccine,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2020-12-02,weather.com,25
"Years After Hurricane Maria, President Biden to Make Billions in Aid Available to Puerto Rico",-4.67,45.67,https://weather.com/news/news/2021-02-02-us-aid-puerto-rico-hurricane-maria-biden-climate,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-02-03,weather.com,25
"'Imminent' Collapse at Florida Phosphate Plant Wastewater Pond Threatens Tampa Bay, Surrounding Neighborhoods",0.0,49.67,https://weather.com/news/news/2021-04-03-leak-at-florida-phosphate-plant-tampa-bay-manatee-county-piney-point,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-04-05,weather.com,25
At Least 15 Dead After Congo's Mount Nyiragongo Volcano Erupts; Lava Engulfs Neighborhood,0.0,48.67,https://weather.com/news/news/2021-05-23-congo-volcano-mount-nyiragongo-eruption-goma-evacuation,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-05-23,weather.com,25
Loss of World's Forests Accelerated in 2020 Despite Pandemic,0.0,51.33,https://weather.com/news/news/2021-04-01-global-forest-loss-increased-despite-pandemic,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-04-01,weather.com,25
"Pair of Large Earthquakes Leave at Least 3 Dead, Dozens Injured in China",0.0,49.67,https://weather.com/news/news/2021-05-21-china-earthquakes-dali-qinghai,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-05-22,weather.com,25
"Bali Earthquake Kills 3; Homes, Buildings Destroyed on Popular Indonesian Resort Island",0.0,48.67,https://weather.com/news/news/2021-10-16-bali-earthquake-indonesia-damage,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-10-16,weather.com,25
Infrastructure Bill Would Direct Billions Toward Climate Change Mitigation,-2.5,46.5,https://weather.com/news/news/2021-09-28-infrastructure-bill-climate-change-biden-congress,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-10-01,weather.com,25
Evacuations Lifted In Louisiana Dam Failure,0.0,49.67,https://weather.com/news/news/2021-05-21-aquadam-fails-iberville-parish-louisiana-flooding-evacuation,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-05-22,weather.com,25
NTSB Will Investigate Passenger Train Derailment that Killed 3 in Montana,0.0,48.0,https://weather.com/news/news/2021-09-25-montana-amtrak-passenger-train-derails,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-09-26,weather.com,25
PG&E Charged with Involuntary Manslaughter in California's Zogg Fire that Killed Four People,0.0,46.0,https://weather.com/news/news/2021-09-26-california-utility-pge-charged-involuntary-manslaughter-zogg-fire,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-09-26,weather.com,25
More Than 100 People Stranded Overnight When Mudslides Close Portion of Interstate 70 in Colorado,0.0,48.0,https://weather.com/news/news/2021-07-30-i70-mudslide-drivers-trapped-rescued-glenwood-canyon,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-09-28,weather.com,25
Warmer Minnesota Summers Lead to End of Musk Oxen at Zoo as Final Pair Is Euthanized,-3.67,48.67,https://weather.com/news/news/2021-05-20-minnesota-zoo-musk-oxen-euthanized-warmer-summers,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-05-20,weather.com,25
Philadelphia Turns Lights Out for Migrating Birds,-1.67,48.67,https://weather.com/news/news/2021-05-21-philly-lights-out-for-birds,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-05-21,weather.com,25
California Drought: What Happens Next?,0.0,47.67,https://weather.com/news/news/2021-10-19-california-drought-what-happens-next,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-10-21,weather.com,25
Hurricane Ida Heat Deaths Prompt Renewed Look at Emergency Planning for Vulnerable Populations,-2.67,42.33,https://weather.com/news/news/2021-09-17-hurricane-ida-low-income-senior-housing-heat-evacuations,https://adfontesmedia.com/weather-channel-bias-and-reliability/,2021-09-22,weather.com,25
Trump says 'it's not over' after Supreme Court dismisses case - TheGrio,-1.33,44.67,https://thegrio.com/2020/12/13/donald-trump-supreme-court/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-12-13,thegrio.com,25
McConnell issues letter to remove ‘1619 Project’ from federal grant programs,-16.0,36.0,https://thegrio.com/2021/05/02/mcconnell-letter-1619-project/,https://adfontesmedia.com/thegrio-bias-reliability/,2021-05-02,thegrio.com,25
Trump tells aides not to pay Giuliani's legal fees following Capitol riots - TheGrio,-12.0,43.33,https://thegrio.com/2021/01/14/trump-giuliani-legal-fees/,https://adfontesmedia.com/thegrio-bias-reliability/,2021-01-14,thegrio.com,25
"Trump supporters clash with protesters at rally in DC, four people stabbed",-5.0,42.67,https://thegrio.com/2020/12/13/trump-supporters-clash-with-protesters-at-dc-rally/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-12-13,thegrio.com,25
US executes second death row inmate in two days,-4.0,44.67,https://thegrio.com/2020/12/13/us-executes-another-death-row-inmate/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-12-13,thegrio.com,25
Former staffer accuses Andrew Cuomo of sexual harassment - TheGrio,-1.33,42.33,https://thegrio.com/2020/12/13/andrew-cuomo-sexual-harassment/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-12-13,thegrio.com,25
AG William Barr says Jacob Blake shooting may have been justified - TheGrio,-18.67,23.0,https://thegrio.com/2020/09/03/barr-blake-police-shooting-justified/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-09-03,thegrio.com,25
DeJoy may have to testify about US Postal Services not complying with mail-in ballot order - TheGrio,-4.0,48.33,https://thegrio.com/2020/11/04/dejoy-may-have-to-testify-about-us-postal-services-mail-in-ballot/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-11-04,thegrio.com,25
Protesters rally to save a Black family's home - TheGrio,-6.0,42.33,https://thegrio.com/2020/12/13/protesters-black-home/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-12-13,thegrio.com,25
Trump told Huckabee Sanders 'take one for the team' after Kim Jong Un wink - TheGrio,-12.67,41.67,https://thegrio.com/2020/09/03/trump-sanders-kim-jong-un/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-09-03,thegrio.com,25
"Ben & Jerry's announces new podcast on systemic racism, White supremacy - TheGrio",-12.67,43.33,https://thegrio.com/2020/09/03/ben-jerrys-racism/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-09-03,thegrio.com,25
The not-so-hidden racism behind mispronouncing Kamala Harris’s name,-15.5,32.5,https://thegrio.com/2020/08/26/kamala-harris-mispronouncing-name-racism/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-08-26,thegrio.com,25
FBI: Trump's mail-in ballot interference accusations not supported by evidence - TheGrio,-4.25,43.25,https://thegrio.com/2020/08/27/fbi-mail-in-ballot-trump-evidence/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-08-27,thegrio.com,25
Beyoncé donates $1 million to small Black-owned businesses - TheGrio,-13.33,33.67,https://thegrio.com/2020/09/03/beyonce-million-black-business/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-09-03,thegrio.com,25
Ohio Democratic Rep. Kennedy Kent endorses Trump - TheGrio,-7.33,45.33,https://thegrio.com/2020/09/30/ohio-democratic-rep-kennedy-kent-endorses-trump,https://adfontesmedia.com/thegrio-bias-reliability/,2020-09-30,thegrio.com,25
Jared Kushner implies Black people don't want to be successful as he defends Trump - TheGrio,-13.0,34.0,https://thegrio.com/2020/10/26/jared-kushner-implies-black-people-dont-want-to-be-successful/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-10-26,thegrio.com,25
Prince Harry admits he didn't know 'unconscious bias' existed until he 'walked a day in Meghan's shoes' - TheGrio,-6.33,29.67,https://thegrio.com/2020/10/26/prince-harry-unconscious-bias-meghan-markle/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-10-26,thegrio.com,25
Columnist Peggy Noonan slammed for saying Harris’ dancing is ‘embarrassing’ - TheGrio,-16.0,36.0,https://thegrio.com/2020/10/26/peggy-noonan-slammed-kamala-harris-dancing/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-10-26,thegrio.com,25
Boston ballot drop box set on fire: A 'disgrace to democracy' - TheGrio,0.0,41.67,https://thegrio.com/2020/10/26/boston-ballot-drop-box-set-fire/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-10-26,thegrio.com,25
Cory Booker slams ‘racist’ GOP House candidate for comments about working with 'non-white males' - TheGrio,-8.67,44.33,https://thegrio.com/2020/10/26/cory-booker-slams-racist-gop-house-candidate-cawthorn/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-10-26,thegrio.com,25
Jaime Harrison talks historical campaign and building a ‘New South’,-13.0,42.0,https://thegrio.com/2020/10/25/jaime-harrison-interview-senate-south-carolina/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-10-25,thegrio.com,25
Video in Black man’s suffocation shows cops put hood on him - TheGrio,-12.0,32.33,https://thegrio.com/2020/09/03/black-man-suffocation-cops-hood/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-09-03,thegrio.com,25
Why the first openly Black gay men elected to Congress matter,-11.33,41.67,https://thegrio.com/2020/11/04/first-openly-black-gay-men-congress/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-11-04,thegrio.com,25
North Dakota candidate who died from COVID-19 wins election - TheGrio,-1.33,43.67,https://thegrio.com/2020/11/04/north-dakota-dead-candidate-andahl-wins-election/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-11-04,thegrio.com,25
Biden passes Obama for most votes of all time with 70 million - TheGrio,-5.33,43.67,https://thegrio.com/2020/11/04/biden-passes-obama-for-most-votes-70-million/,https://adfontesmedia.com/thegrio-bias-reliability/,2020-11-04,thegrio.com,25
Scenes From the 'Historic' Floods That Hit the Midwest — And Could Get Worse,-0.33,54.0,http://time.com/longform/scenes-from-the-historic-floods-that-hit-the-midwest-and-could-get-worse/,https://adfontesmedia.com/time-bias-and-reliability/,2019-03-19,time.com,25
Supreme Court Broadens Federal Powers to Detain Immigrants,0.33,47.33,http://time.com/5554673/supreme-court-immigrant-detention-criminal-custody/,https://adfontesmedia.com/time-bias-and-reliability/,2019-03-20,time.com,25
Donald Trump Again Rejects Conclusions on North Korea,-5.0,45.75,http://time.com/5554515/donald-trump-north-korea-conclusions-friend/,https://adfontesmedia.com/time-bias-and-reliability/,2019-03-19,time.com,25
Jared Kushner Says Mueller Had 'Harsher Impact' Than Russia,-6.33,43.0,http://time.com/5574144/jared-kushner-russia-mueller-time-100-summit/,https://adfontesmedia.com/time-bias-and-reliability/,2019-04-24,time.com,25
Modi Attends Ram Temple Groundbreaking. Why It Matters,-3.33,45.67,https://time.com/5875380/modi-ram-temple-ayodhya-groundbreaking/,https://adfontesmedia.com/time-bias-and-reliability/,2020-08-04,time.com,25
Seoul's Mayor Championed Women's Rights. The #MeToo Allegations Against Him Have Bitterly Divided Korea,-0.5,49.0,https://time.com/5875265/seoul-mayor-metoo-south-korea/,https://adfontesmedia.com/time-bias-and-reliability/,2020-08-03,time.com,25
Here’s What Trump Got Wrong About America’s COVID-19 Death Rate,-7.67,45.67,https://time.com/5875411/trump-covid-19-death-rate-interview/,https://adfontesmedia.com/time-bias-and-reliability/,2020-08-04,time.com,25
The Pandemic Is Causing a Shortage of Poll Workers. Can States Recruit Enough by Election Day?,-1.0,46.0,https://time.com/5876195/coronavirus-poll-workers-election/,https://adfontesmedia.com/time-bias-and-reliability/,2020-08-05,time.com,25
How China's Response to the COVID-19 Lab Leak Theory Means It Will Rumble On and On,-2.33,44.67,https://time.com/6052346/china-wuhan-covid-19-lab-leak/,https://adfontesmedia.com/time-bias-and-reliability/,2021-05-28,time.com,25
Suicide Among Black Girls Is a Mental Health Crisis Hiding in Plain Sight,-6.33,48.33,https://time.com/6046773/black-teenage-girls-suicide/,https://adfontesmedia.com/time-bias-and-reliability/,2021-05-11,time.com,25
Joe Biden Proved a Press Conference Doesn’t Have to Be a Spectacle,-17.0,33.67,https://time.com/5950386/joe-biden-first-press-conference-president/,https://adfontesmedia.com/time-bias-and-reliability/,2021-03-26,time.com,25
Off-Duty Pilot Said to Save 737 on Its Next-to-Last Flight,0.0,50.35,http://time.com/5554684/boeing-737-lion-air-pilot-saved-flight/,https://adfontesmedia.com/time-bias-and-reliability/,2019-03-20,time.com,25
The Secret History of the Shadow Campaign That Saved the 2020 Election,-3.0,53.33,https://time.com/5936036/secret-2020-election-campaign/,https://adfontesmedia.com/time-bias-and-reliability/,2021-02-04,time.com,25
Donald Trump Is Weak and Afraid—The Mueller Report Proves It,-7.5,34.5,http://time.com/5574118/mueller-report-donald-trump/,https://adfontesmedia.com/time-bias-and-reliability/,2019-04-19,time.com,25
"On Earth Day, Don't Fall for Political Distractions",-11.5,27.0,http://time.com/5574056/earth-day-2019-climate-change-politics/,https://adfontesmedia.com/time-bias-and-reliability/,2019-04-22,time.com,25
I Worked With Joe Biden. Here’s What to Know About the Frontrunner Myth Growing Around Him,-11.25,34.25,http://time.com/5564152/jennifer-palmieri-joe-biden/,https://adfontesmedia.com/time-bias-and-reliability/,2019-04-04,time.com,25
Experts Warn Latest Trump Administration Move on Iran Could Backfire,-4.0,47.0,http://time.com/5575620/donald-trump-iran-sanctions-waiver/,https://adfontesmedia.com/time-bias-and-reliability/,2019-04-22,time.com,25
Washington's NFL Team Says it Will Drop 'Redskins' Name,-1.62,49.12,https://time.com/5866143/washington-redskins-name-change/,https://adfontesmedia.com/time-bias-and-reliability/,2020-07-13,time.com,25
Why Jacob Blake's Shooting Sparked an Unprecedented Sports Boycott,-12.33,41.33,https://time.com/5883892/boycott-nba-mlb-wnba-jacob-blake/,https://adfontesmedia.com/time-bias-and-reliability/,2020-08-27,time.com,25
We Must Change How Our Criminal Justice System Treats People with Mental Illness,-7.67,42.0,https://time.com/5876045/we-must-change-how-our-criminal-justice-system-treats-people-with-mental-illness/,https://adfontesmedia.com/time-bias-and-reliability/,2020-08-05,time.com,25
President Trump Has COVID-19. Nobody Knows What Happens Now,-5.67,46.67,https://time.com/5895414/donald-trump-covid-19-election,https://adfontesmedia.com/time-bias-and-reliability/,2020-10-02,time.com,25
My Democratic Problem With Voting for Hillary Clinton,-28.67,34.33,https://time.com/4402823/glaude-hillary-clinton,https://adfontesmedia.com/time-bias-and-reliability/,2016-07-12,time.com,25
Tulsi Gabbard Introduces Bill That Would Ban Trans Women and Girls from Female Sports,-6.75,41.5,https://time.com/5920758/tulsi-gabbard-bill-transgender-women-sports/,https://adfontesmedia.com/time-bias-and-reliability/,2020-12-11,time.com,25
Donald Trump is Isolated and Powerless as His Presidency Ends,-5.0,41.0,https://time.com/5927756/donald-trump-republicans-capitol-riot/,https://adfontesmedia.com/time-bias-and-reliability/,2021-01-07,time.com,25
President Trump and First Lady Test Positive For Coronavirus,-5.0,51.0,https://time.com/5895372/hope-hicks-coronavirus-trump?linkId=100976031,https://adfontesmedia.com/time-bias-and-reliability/,2020-10-02,time.com,25
"Kenosha Shooter Kyle Rittenhouse Charged with Murder, Life in Prison Possible",0.33,46.67,https://www.tmz.com/2020/08/27/kenosha-shooter-kyle-rittenhouse-allegedly-killed-unarmed-man-charged-five-felonies-triple-shooting/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-27,www.tmz.com,25
Elon Musk and Grimes Change Baby's Name to Comply with Law,0.0,47.0,https://www.tmz.com/2020/05/25/elon-musk-and-grimes-change-baby-name-to-fit-california-law/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-05-25,www.tmz.com,25
Wild Memorial Day Party At Lake of the Ozarks,-9.67,34.0,https://www.tmz.com/2020/05/24/wild-party-at-ozarks-lake-coronavirus-social-distancing/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-05-24,www.tmz.com,25
NYC Woman Who Called Cops on Black Man Fired From Job,-16.33,40.0,https://www.tmz.com/2020/05/25/woman-calls-cops-black-man-central-park-dog-leash-karen/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-05-25,www.tmz.com,25
Jimmy Fallon Apologizes for Blackface Sketch on 'SNL' in 2000,-4.75,41.0,https://www.tmz.com/2020/05/26/jimmy-fallon-apologizes-blackface-skit-snl-2000-saturday-night-live/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-05-26,www.tmz.com,25
"Trump Wants Bubba Wallace to Apologize Over Noose 'Hoax,' Wallace Responds",-18.6,31.75,https://www.tmz.com/2020/07/06/trump-bubba-wallace-apologize-nascar-noose-hoax-confederate/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-07-06,www.tmz.com,25
